AUC
0.8317299314591078
0.8274664556226765
0.8335922978624536
0.8275063894052045
0.8330484723513011
0.8314155436802975
0.8316972583643123
0.8279260571561338
0.8324429309944238
0.8266910141728625
0.8274069179832714
0.8246943250464684
0.833122531366171
0.8265828299256506
0.827154246050186
0.8299329112453532
0.8307141612453531
0.832217123605948
0.8186839277416356
0.8311802973977694
0.8192226707713754
0.8241425127788103
0.8294558840613382
0.8267157005111525
0.8286114660780669
0.8271789323884757
0.8281511384758364
0.8297245295074349
0.8249150499535316
0.8224195515799257
