index,wd_subclass,wdsubclass1,y_actual,y_pred_proba
FLUX508805163,DAZ,0,0,0.31333333333333335
FLUX509802187,DAZ,0,0,0.6266666666666667
FLUX509813017,DAZ,0,0,0.36666666666666664
FLUX509814217,DAZ,0,0,0.28
FLUX510713017,DAZ,0,0,0.44
FLUX523109045,DAZ,0,0,0.22666666666666666
FLUX524014041,DAZ,0,0,0.35333333333333333
FLUX525416149,DAZ,0,0,0.04
FLUX527501199,DAZ,0,0,0.4666666666666667
FLUX528104122,DAZ,0,0,0.08666666666666667
FLUX529602153,DAZ,0,0,0.32666666666666666
FLUX529602187,DAZ,0,0,0.2733333333333333
FLUX529605158,DAZ,0,0,0.4
FLUX529605171,DAZ,0,0,0.4666666666666667
FLUX537413082,DAZ,0,0,0.35333333333333333
FLUX545104201,DAZ,0,0,0.7333333333333333
FLUX545404008,DAZ,0,0,0.5
FLUX552701097,DAZ,0,0,0.1
FLUX552713173,DAZ,0,0,0.29333333333333333
FLUX555101097,DAZ,0,0,0.09333333333333334
FLUX555112242,DAZ,0,0,0.30666666666666664
FLUX555113028,DAZ,0,0,0.23333333333333334
FLUX555306083,DAZ,0,0,0.18
FLUX555313017,DAZ,0,0,0.2
FLUX558501208,DAZ,0,0,0.5066666666666667
FLUX558506019,DAZ,0,0,0.20666666666666667
FLUX562415096,DAZ,0,0,0.26
FLUX564702066,DAZ,0,0,0.07333333333333333
FLUX566105239,DAZ,0,0,0.02
FLUX566312222,DAZ,0,0,0.22
FLUX571808209,DAZ,0,0,0.08666666666666667
FLUX573305089,DAZ,0,0,0.54
FLUX577010007,DAZ,0,0,0.08666666666666667
FLUX577102230,DAZ,0,0,0.3333333333333333
FLUX577103109,DAZ,0,0,0.23333333333333334
FLUX577114037,DAZ,0,0,0.3333333333333333
FLUX581114005,DAZ,0,0,0.44666666666666666
FLUX581603114,DAZ,0,0,0.6533333333333333
FLUX581616098,DAZ,0,0,0.34
FLUX581714168,DAZ,0,0,0.1
FLUX586805129,DAZ,0,0,0.44666666666666666
FLUX586908030,DAZ,0,0,0.4866666666666667
FLUX586908223,DAZ,0,0,0.22
FLUX587003165,DAZ,0,0,0.06666666666666667
FLUX587615111,DAZ,0,0,0.16
FLUX592316190,DAZ,0,0,0.06666666666666667
FLUX593003121,DAZ,0,0,0.36
FLUX593614138,DAZ,0,0,0.5333333333333333
FLUX594312108,DAZ,0,0,0.5266666666666666
FLUX605013132,DAZ,0,0,0.24666666666666667
FLUX604215152,DAZ,0,0,0.4533333333333333
FLUX615307136,DAZ,0,0,0.22
FLUX619006109,DAZ,0,0,0.6333333333333333
FLUX629414034,DAZ,0,0,0.82
FLUX630706047,DAZ,0,0,0.04666666666666667
FLUX631101170,DAZ,0,0,0.25333333333333335
FLUX632303048,DAZ,0,0,0.38
FLUX644914138,DAZ,0,0,0.6133333333333333
FLUX645806019,DAZ,0,0,0.38
FLUX645811184,DAZ,0,0,0.13333333333333333
FLUX756802192,DAZ,0,0,0.36
FLUX760305026,DAZ,0,0,0.06666666666666667
FLUX781808246,DAZ,0,0,0.31333333333333335
FLUX768806044,DAZ,0,0,0.5
FLUX769302089,DAZ,0,0,0.23333333333333334
FLUX769302101,DAZ,0,0,0.15333333333333332
FLUX769302163,DAZ,0,0,0.11333333333333333
FLUX778609109,DAZ,0,0,0.4266666666666667
FLUX779812163,DAZ,0,0,0.48
FLUX780506151,DAZ,0,0,0.7333333333333333
FLUX782414171,DAZ,0,0,0.48
FLUX794314154,DAZ,0,0,0.44666666666666666
FLUX796601153,DAZ,0,0,0.42
FLUX807205158,DAZ,0,0,0.19333333333333333
FLUX820504121,DAZ,0,0,0.3466666666666667
FLUX823303181,DAZ,0,0,0.44
