source_id,teff_gspphot,teff_gspphot_upper,teff_gspphot_lower
2032079530392602112,8096.8506,8105.4966,8087.4995
1834509041857516288,10719.693,10751.117,10688.396
2026836887096115072,5441.352,5450.291,5432.2305
2036574402591699840,5287.901,5301.8447,5281.7905
2025288220656296960,9735.794,9768.714,9703.182
2028167188783339648,11427.845,11447.473,11410.092
2031787953645416704,19262.549,19463.707,19166.348
1758956718812702336,5938.8145,5951.115,5931.047
1760805100937879424,4793.441,4805.9355,4776.66
2039463678624205440,5848.327,5862.136,5833.228
2033566241884486912,25092.932,25782.922,23143.701
1790422091602858624,9243.101,9280.549,9211.78
1867530812004542720,7964.4443,7993.494,7917.554
1964421357190827520,5422.285,5439.73,5405.8726
1953839897802740096,6078.946,6126.277,6037.791
1858180049731891584,5456.8535,5497.521,5412.771
1858521138853841024,8026.236,8053.1855,7979.359
1865639583287863424,7172.6914,7177.627,7166.303
3375332716809805952,11690.984,11746.955,11641.822
3375332716809805952,11690.984,11746.955,11641.822
3375332716809805952,11690.984,11746.955,11641.822
3375332716809805952,11690.984,11746.955,11641.822
3375332716809805952,11690.984,11746.955,11641.822
3375332716809805952,11690.984,11746.955,11641.822
3375332716809805952,11690.984,11746.955,11641.822
3375332716809805952,11690.984,11746.955,11641.822
3375332716809805952,11690.984,11746.955,11641.822
3423625054207479424,7409.4307,7693.6763,7134.0845
3423625054207479424,7409.4307,7693.6763,7134.0845
3423625054207479424,7409.4307,7693.6763,7134.0845
3423625054207479424,7409.4307,7693.6763,7134.0845
3426597824414830080,9251.355,9288.561,9194.39
3426597824414830080,9251.355,9288.561,9194.39
3426597824414830080,9251.355,9288.561,9194.39
3426597824414830080,9251.355,9288.561,9194.39
3426597824414830080,9251.355,9288.561,9194.39
3426597824414830080,9251.355,9288.561,9194.39
3426597824414830080,9251.355,9288.561,9194.39
3426597824414830080,9251.355,9288.561,9194.39
3426597824414830080,9251.355,9288.561,9194.39
3426597824414830080,9251.355,9288.561,9194.39
3426597824414830080,9251.355,9288.561,9194.39
3426597824414830080,9251.355,9288.561,9194.39
3426597824414830080,9251.355,9288.561,9194.39
3426597824414830080,9251.355,9288.561,9194.39
3375332716809805952,11690.984,11746.955,11641.822
3375332716809805952,11690.984,11746.955,11641.822
3375332716809805952,11690.984,11746.955,11641.822
3375332716809805952,11690.984,11746.955,11641.822
3375332716809805952,11690.984,11746.955,11641.822
3375332716809805952,11690.984,11746.955,11641.822
3375332716809805952,11690.984,11746.955,11641.822
3375332716809805952,11690.984,11746.955,11641.822
3375332716809805952,11690.984,11746.955,11641.822
3423624809393510912,4702.166,4709.306,4697.504
3423624809393510912,4702.166,4709.306,4697.504
3423624809393510912,4702.166,4709.306,4697.504
3423624809393510912,4702.166,4709.306,4697.504
3423624809393510912,4702.166,4709.306,4697.504
3423624809393510912,4702.166,4709.306,4697.504
3423624809393510912,4702.166,4709.306,4697.504
3423624809393510912,4702.166,4709.306,4697.504
3423624809393510912,4702.166,4709.306,4697.504
3423624809393510912,4702.166,4709.306,4697.504
3423624809393510912,4702.166,4709.306,4697.504
3423624809393510912,4702.166,4709.306,4697.504
3423624809393510912,4702.166,4709.306,4697.504
3423624809393510912,4702.166,4709.306,4697.504
3423625054207479424,7409.4307,7693.6763,7134.0845
3423625054207479424,7409.4307,7693.6763,7134.0845
3423625054207479424,7409.4307,7693.6763,7134.0845
3423625054207479424,7409.4307,7693.6763,7134.0845
3426118540422838272,15650.513,15743.373,15566.061
3426118540422838272,15650.513,15743.373,15566.061
3426118540422838272,15650.513,15743.373,15566.061
3426118540422838272,15650.513,15743.373,15566.061
3377123237136129024,9682.509,9968.631,8698.427
3377123237136129024,9682.509,9968.631,8698.427
3377123237136129024,9682.509,9968.631,8698.427
3377123237136129024,9682.509,9968.631,8698.427
3377123237136129024,9682.509,9968.631,8698.427
3377123237136129024,9682.509,9968.631,8698.427
3377123237136129024,9682.509,9968.631,8698.427
3377123237136129024,9682.509,9968.631,8698.427
3377123237136129024,9682.509,9968.631,8698.427
3377123237136129024,9682.509,9968.631,8698.427
3425916638302885632,8848.339,9011.672,8465.207
3425916638302885632,8848.339,9011.672,8465.207
3425916638302885632,8848.339,9011.672,8465.207
3426597824414830080,9251.355,9288.561,9194.39
3426597824414830080,9251.355,9288.561,9194.39
3426597824414830080,9251.355,9288.561,9194.39
3426597824414830080,9251.355,9288.561,9194.39
3426597824414830080,9251.355,9288.561,9194.39
3426597824414830080,9251.355,9288.561,9194.39
3426597824414830080,9251.355,9288.561,9194.39
3426597824414830080,9251.355,9288.561,9194.39
3426597824414830080,9251.355,9288.561,9194.39
3426597824414830080,9251.355,9288.561,9194.39
3426597824414830080,9251.355,9288.561,9194.39
3426597824414830080,9251.355,9288.561,9194.39
3426597824414830080,9251.355,9288.561,9194.39
3426597824414830080,9251.355,9288.561,9194.39
3879286484054430080,6239.9556,6250.3096,6230.2485
3375332716809805952,11690.984,11746.955,11641.822
3375332716809805952,11690.984,11746.955,11641.822
3375332716809805952,11690.984,11746.955,11641.822
3375332716809805952,11690.984,11746.955,11641.822
3375332716809805952,11690.984,11746.955,11641.822
3375332716809805952,11690.984,11746.955,11641.822
3375332716809805952,11690.984,11746.955,11641.822
3375332716809805952,11690.984,11746.955,11641.822
3375332716809805952,11690.984,11746.955,11641.822
3375318869835308928,6183.821,6301.5244,6062.093
3375318869835308928,6183.821,6301.5244,6062.093
3375318869835308928,6183.821,6301.5244,6062.093
3375318869835308928,6183.821,6301.5244,6062.093
3375318869835308928,6183.821,6301.5244,6062.093
3375318869835308928,6183.821,6301.5244,6062.093
3423624809393510912,4702.166,4709.306,4697.504
3423624809393510912,4702.166,4709.306,4697.504
3423624809393510912,4702.166,4709.306,4697.504
3423624809393510912,4702.166,4709.306,4697.504
3423624809393510912,4702.166,4709.306,4697.504
3423624809393510912,4702.166,4709.306,4697.504
3423624809393510912,4702.166,4709.306,4697.504
3423624809393510912,4702.166,4709.306,4697.504
3423624809393510912,4702.166,4709.306,4697.504
3423624809393510912,4702.166,4709.306,4697.504
3423624809393510912,4702.166,4709.306,4697.504
3423624809393510912,4702.166,4709.306,4697.504
3423624809393510912,4702.166,4709.306,4697.504
3423624809393510912,4702.166,4709.306,4697.504
3426118540422838272,15650.513,15743.373,15566.061
3426118540422838272,15650.513,15743.373,15566.061
3426118540422838272,15650.513,15743.373,15566.061
3426118540422838272,15650.513,15743.373,15566.061
3377123237136129024,9682.509,9968.631,8698.427
3377123237136129024,9682.509,9968.631,8698.427
3377123237136129024,9682.509,9968.631,8698.427
3377123237136129024,9682.509,9968.631,8698.427
3377123237136129024,9682.509,9968.631,8698.427
3377123237136129024,9682.509,9968.631,8698.427
3377123237136129024,9682.509,9968.631,8698.427
3377123237136129024,9682.509,9968.631,8698.427
3377123237136129024,9682.509,9968.631,8698.427
3377123237136129024,9682.509,9968.631,8698.427
3426597824414830080,9251.355,9288.561,9194.39
3426597824414830080,9251.355,9288.561,9194.39
3426597824414830080,9251.355,9288.561,9194.39
3426597824414830080,9251.355,9288.561,9194.39
3426597824414830080,9251.355,9288.561,9194.39
3426597824414830080,9251.355,9288.561,9194.39
3426597824414830080,9251.355,9288.561,9194.39
3426597824414830080,9251.355,9288.561,9194.39
3426597824414830080,9251.355,9288.561,9194.39
3426597824414830080,9251.355,9288.561,9194.39
3426597824414830080,9251.355,9288.561,9194.39
3426597824414830080,9251.355,9288.561,9194.39
3426597824414830080,9251.355,9288.561,9194.39
3426597824414830080,9251.355,9288.561,9194.39
3375332716809805952,11690.984,11746.955,11641.822
3375332716809805952,11690.984,11746.955,11641.822
3375332716809805952,11690.984,11746.955,11641.822
3375332716809805952,11690.984,11746.955,11641.822
3375332716809805952,11690.984,11746.955,11641.822
3375332716809805952,11690.984,11746.955,11641.822
3375332716809805952,11690.984,11746.955,11641.822
3375332716809805952,11690.984,11746.955,11641.822
3375332716809805952,11690.984,11746.955,11641.822
3375318869835308928,6183.821,6301.5244,6062.093
3375318869835308928,6183.821,6301.5244,6062.093
3375318869835308928,6183.821,6301.5244,6062.093
3375318869835308928,6183.821,6301.5244,6062.093
3375318869835308928,6183.821,6301.5244,6062.093
3375318869835308928,6183.821,6301.5244,6062.093
3423624809393510912,4702.166,4709.306,4697.504
3423624809393510912,4702.166,4709.306,4697.504
3423624809393510912,4702.166,4709.306,4697.504
3423624809393510912,4702.166,4709.306,4697.504
3423624809393510912,4702.166,4709.306,4697.504
3423624809393510912,4702.166,4709.306,4697.504
3423624809393510912,4702.166,4709.306,4697.504
3423624809393510912,4702.166,4709.306,4697.504
3423624809393510912,4702.166,4709.306,4697.504
3423624809393510912,4702.166,4709.306,4697.504
3423624809393510912,4702.166,4709.306,4697.504
3423624809393510912,4702.166,4709.306,4697.504
3423624809393510912,4702.166,4709.306,4697.504
3423624809393510912,4702.166,4709.306,4697.504
3423625054207479424,7409.4307,7693.6763,7134.0845
3423625054207479424,7409.4307,7693.6763,7134.0845
