source_id,mh_gspphot,mh_gspphot_upper,mh_gspphot_lower
3423624809393510912,-0.0694,-0.0684,-0.0699
3423624809393510912,-0.0694,-0.0684,-0.0699
3423624809393510912,-0.0694,-0.0684,-0.0699
3423624809393510912,-0.0694,-0.0684,-0.0699
3423624809393510912,-0.0694,-0.0684,-0.0699
3423624809393510912,-0.0694,-0.0684,-0.0699
3423624809393510912,-0.0694,-0.0684,-0.0699
3423624809393510912,-0.0694,-0.0684,-0.0699
3423624809393510912,-0.0694,-0.0684,-0.0699
3423624809393510912,-0.0694,-0.0684,-0.0699
3423624809393510912,-0.0694,-0.0684,-0.0699
3423624809393510912,-0.0694,-0.0684,-0.0699
3426597824414830080,-0.3,-0.2365,-0.3613
3426597824414830080,-0.3,-0.2365,-0.3613
3426597824414830080,-0.3,-0.2365,-0.3613
3426597824414830080,-0.3,-0.2365,-0.3613
3426597824414830080,-0.3,-0.2365,-0.3613
3426597824414830080,-0.3,-0.2365,-0.3613
3426597824414830080,-0.3,-0.2365,-0.3613
3426597824414830080,-0.3,-0.2365,-0.3613
3426597824414830080,-0.3,-0.2365,-0.3613
3426597824414830080,-0.3,-0.2365,-0.3613
3426597824414830080,-0.3,-0.2365,-0.3613
3426597824414830080,-0.3,-0.2365,-0.3613
3426597824414830080,-0.3,-0.2365,-0.3613
3426597824414830080,-0.3,-0.2365,-0.3613
4583546526576047616,-0.1167,-0.0981,-0.1244
4481336887734126080,-0.108,-0.083,-0.1251
4497132544795411968,0.1121,0.1269,0.1082
4527246519011594496,-0.5252,-0.5165,-0.5345
786257505143361024,-0.3857,-0.3808,-0.3906
4178473699744561664,0.1104,0.113,0.1078
2110953649775905664,-0.1184,-0.106,-0.1288
4271313369219753344,-1.1459,-0.9325,-1.2247
4269492818480749440,-0.3963,-0.3734,-0.4175
4269693994754886528,-0.4588,-0.4521,-0.4599
2030026359862404992,-0.0966,-0.0912,-0.1024
2033945985706865408,-0.5749,-0.5087,-0.6028
2029909334901730944,-0.5467,-0.5071,-0.5883
2054995895278181376,-0.2053,-0.1892,-0.2182
2055089388138875648,0.185,0.2076,0.1641
2033961962986303360,-0.4656,-0.2352,-0.5322
2127920827881544064,-0.3662,-0.3608,-0.3717
2132778440192709632,0.1252,0.1672,0.0682
1826992849106321152,-0.2191,-0.152,-0.2943
1864288455298349440,-0.2428,-0.2357,-0.2524
1864282992100388992,-0.1884,-0.1664,-0.2194
2116907814478810880,-0.1617,-0.1356,-0.1875
4477196711055336448,-0.6625,-0.6037,-0.7019
2076688572496676736,-0.1597,-0.1593,-0.16
4497512013750719104,-0.4533,-0.445,-0.4612
2051693786974788352,-0.3544,-0.3501,-0.3587
2052521066394025344,-0.4066,-0.4026,-0.4105
2099783814231690624,-0.443,-0.4365,-0.4496
2101283067056135296,-0.0494,-0.0369,-0.0726
2099784432707010176,-0.4887,-0.4751,-0.4977
2127399938547762176,-0.4991,-0.4881,-0.511
2128877853974822272,-0.6315,-0.6192,-0.6445
2131094774353071104,-0.1952,-0.1872,-0.2064
2066385358259245824,0.087,0.0977,0.0594
2126908559930667648,-0.3641,-0.3444,-0.3803
2127119391283756800,-0.2857,-0.2802,-0.3349
2107170672642925824,-0.0384,-0.02,-0.0728
2106764025139351296,-0.1796,-0.1749,-0.1846
2106764025139351296,-0.1796,-0.1749,-0.1846
2105953964247667584,-0.3096,-0.3089,-0.31
2102908282679379840,-0.2956,-0.2667,-0.312
2103137221615964032,-0.0869,-0.0844,-0.0892
2106271242071963776,0.0347,0.0426,0.027
2105986331121461632,-0.1941,-0.1906,-0.1982
2106764025139351296,-0.1796,-0.1749,-0.1846
2106764025139351296,-0.1796,-0.1749,-0.1846
3425424508065853056,-0.2463,-0.2415,-0.2517
3425424508065853056,-0.2463,-0.2415,-0.2517
3424590769014432768,-0.2677,-0.1478,-0.3508
3426147436962198784,-0.1459,-0.1342,-0.1572
3426147436962198784,-0.1459,-0.1342,-0.1572
1935272990396708992,-1.0571,-1.0369,-1.0899
1936331034123973248,-0.5988,-0.5616,-0.617
3425699076735178368,-0.5824,-0.3458,-0.827
3425424508065853056,-0.2463,-0.2415,-0.2517
3425424508065853056,-0.2463,-0.2415,-0.2517
3330315034278645632,-0.0237,-0.0135,-0.0343
3426147436962198784,-0.1459,-0.1342,-0.1572
3426147436962198784,-0.1459,-0.1342,-0.1572
3328357005929061632,0.3563,0.3592,0.3522
3325880012389818112,-0.5743,-0.5328,-0.6076
3852940050853819520,-0.2474,-0.2384,-0.2565
940984732775413376,0.212,0.2376,0.2005
3344163275850961536,-0.0279,0.0319,-0.0762
1784940819981453952,0.0185,0.0581,-0.0046
1783530936835628672,-1.0901,-1.0855,-1.0952
3370072099128358656,-0.0469,-0.0348,-0.0612
3370572651799713152,-0.2903,-0.2794,-0.2956
3371324859488105472,-0.0494,-0.0452,-0.0527
3373880326372125952,-0.2652,-0.2462,-0.2742
3358134980561835648,-0.3194,-0.3113,-0.3238
3102190934427730304,-0.3452,-0.3375,-0.3486
3425262982935587840,-0.3046,-0.292,-0.3151
3383049085115175552,-0.0724,-0.0709,-0.0752
3371469028653436672,-0.0883,-0.0843,-0.0922
3375451287968569088,-0.7539,-0.5774,-0.7927
3376378695965822976,-0.0035,0.0019,-0.0092
1947477157150748800,-0.5576,-0.5507,-0.5656
3436572830119099264,-0.0495,-0.0096,-0.0773
3140403017942495104,-0.1505,-0.1468,-0.1589
3152723183171494016,0.0623,0.0713,0.0541
3383252666565004544,-0.3656,-0.2672,-0.4312
3383252666565004544,-0.3656,-0.2672,-0.4312
603140509327053568,0.1382,0.1546,0.0946
603140509327053568,0.1382,0.1546,0.0946
603140509327053568,0.1382,0.1546,0.0946
603140509327053568,0.1382,0.1546,0.0946
3378806928737053056,-0.393,-0.3832,-0.4043
3375780626060846080,-0.0828,-0.0631,-0.0915
980179951483447680,-0.2197,-0.2083,-0.2266
980378546474296704,-0.3095,-0.2995,-0.3229
603085739904178816,-0.1531,-0.0818,-0.185
603085739904178816,-0.1531,-0.0818,-0.185
1375054056356336128,-0.3271,-0.3224,-0.3319
3383252666565004544,-0.3656,-0.2672,-0.4312
3383252666565004544,-0.3656,-0.2672,-0.4312
3137979629893540224,-0.0512,-0.015,-0.1048
3379367958844176896,-0.2149,-0.208,-0.2225
3384550055926065920,-0.1109,-0.1086,-0.113
3383098876674928896,-0.4072,-0.3253,-0.4617
603085739904178816,-0.1531,-0.0818,-0.185
603085739904178816,-0.1531,-0.0818,-0.185
3140492456344220544,-0.1219,-0.1154,-0.1286
1341799048000581376,-0.2601,-0.2161,-0.295
4270497428506066944,-0.8762,-0.824,-0.9375
